Sentence,Paper Name,Intrinsic Hallucination,Extrinsic Hallucination,Aspect,Hallucination,Temperature
We then aggregate the pixel features from multiple views onto every 3D point to form a per-point fused feature vector Sec. 3.1.,OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Methodology,0,0
We next distill a 3D network to reproduce the fused features using only the 3D point cloud geometry as input Sec. 3.2.,OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Methodology,0,0
"Next, we ensemble the fused 2D features and distilled 3D features into a single per-point feature Sec. 3.3 and use it to answer open-vocabulary queries Sec. 3.4.",OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Methodology,0,0
"Sec. 3.1. Image Feature Fusion The first step in our approach is to extract dense perpixel embeddings for each RGB image from a 2D visuallanguage segmentation model, and then back-project them onto the 3D surface points of a scene.",OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Methodology,0,0
Sec. 3.2. We then distill a 3D network to reproduce the fused features using only the 3D point cloud geometry as input Sec. 3.3.,OpenScene: 3D Scene Understanding with Open Vocabularies,No,No,Methodology,0,0
"We propose a novel approach to leverage unlabeled CAD geometry for supervised learning tasks, specifically for few-shot learning.",Self-Supervised Representation Learning for CAD,No,No,Contribution,0,0
"Our method learns a novel hybrid implicit/explicit surface representation for B-Rep geometry, which is a pre-trained model for few-shot learning.",Self-Supervised Representation Learning for CAD,No,No,Contribution,0,0
We demonstrate that this pre-training significantly improves few-shot learning performance and achieves state-of-the-art results on several current B-Rep benchmarks.,Self-Supervised Representation Learning for CAD,No,No,Main Results,0,0
"The lack of labeled data in CAD's native format, i.e., the parametric boundary representation (B-Rep), poses an obstacle at present difficult to overcome.",Self-Supervised Representation Learning for CAD,No,No,Motivation,0,0
We aim to leverage large databases of unlabeled CAD geometry for analysis and modeling tasks that typically require labels for learning.,Self-Supervised Representation Learning for CAD,No,No,Paper Goal,0,0
We learn a novel hybrid implicit/explicit surface representation for B-Rep geometry.,Self-Supervised Representation Learning for CAD,No,No,Methodology,0,0
We then show that this pre-training both significantly improves few-shot learning performance and achieves state-of-the-art performance on several current B-Rep benchmarks.,Self-Supervised Representation Learning for CAD,No,No,Main Results,0,0
"We propose a novel approach to leverage unlabeled CAD geometry for supervised learning tasks, specifically for few-shot learning.",Self-Supervised Representation Learning for CAD,No,No,Contribution,0,0
Our method learns a novel hybrid implicit/explicit surface representation for B-Rep geometry.,Self-Supervised Representation Learning for CAD,No,No,Contribution,0,0
We demonstrate that this pre-training significantly improves few-shot learning performance and achieves state-of-the-art results on several current B-Rep benchmarks.,Self-Supervised Representation Learning for CAD,No,No,Main Results,0,0
"We propose a novel approach to leverage unlabeled CAD geometry for supervised learning tasks, specifically for few-shot learning.",Self-Supervised Representation Learning for CAD,No,No,Contribution,0,0
Our method learns a novel hybrid implicit/explicit surface representation for B-Rep geometry.,Self-Supervised Representation Learning for CAD,No,No,Contribution,0,0
We demonstrate that this pre-training significantly improves few-shot learning performance and achieves state-of-the-art results on several current B-Rep benchmarks.,Self-Supervised Representation Learning for CAD,No,No,Main Results,0,0
"Multi-task learning (MTL) has gained widespread application for its ability to transfer knowledge across tasks, improving resource efficiency and generalization.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Motivation,0,0
"Previous gradient-based and loss-based methods primarily focus on gradient optimization in shared parameters, overlooking the potential of task-specific parameters.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Motivation,0,0
"This work points out that task-specific parameters not only capture task-specific information but also influence the gradients propagated to shared parameters, which in turn affects gradient conflicts.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Contribution,0,0
"Motivated by this insight, we propose ConsMTL, which models MTL as a bi-level optimization problem: in the upper-level optimization, we perform gradient aggregation on shared parameters to find a joint update vector that minimizes gradient conflicts; in the lower-level optimization, we introduce an additional loss term for task-specific parameters guiding the k gradients of shared parameters to gradually converge towards the joint update vector, consistently mitigating gradient conflicts.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Methodology,0,0
Our design enables the optimization of both shared and task-specific parameters to consistently mitigate gradient conflicts.,Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Contribution,0,0
"Extensive experiments show that ConsMTL achieves SOTA performance across various benchmarks with task numbers ranging from 2 to 40, demonstrating its superior performance.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Main Results,0,0
"Multi-task learning (MTL) [6, 31, 40] is a framework in which a unified model is designed to address multiple tasks concurrently.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Motivation,0,0
"By sharing representations and leveraging cross-task information, MTL can boost the generalization capabilities of the model and enhance overall task performance.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Motivation,0,0
"The challenge of MTL is the existence of gradient conflicts between different tasks, which can lead to a loss of efficiency and performance.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,Yes,No,Motivation,1,0
"Previous methods have focused on gradient-based methods, such as gradient descent and gradient descent with momentum, which are effective in addressing the gradient conflict problem.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,Yes,No,Motivation,1,0
"However, they are limited by the fact that they only focus on the shared parameters and do not take into account the task-specific information.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Motivation,0,0
"This work proposes ConsMTL, which models MTL as a bi-level optimization problem, where the upper-level optimization focuses on the shared parameters and the lower-level optimization focuses on the task-specific parameters.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Contribution,0,0
The objective is to leverage the potential of both shared and task-specific parameters to consistently mitigate gradient conflicts.,Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Contribution,0,0
ConsMTL is designed to address the problem of gradient conflicts by utilizing the optimization of both shared and task-specific parameters to consistently mitigate them.,Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Contribution,0,0
We utilize a single model to optimize k >= 2 tasks simultaneously.,Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Methodology,0,0
"The input space is defined as X, and the model consists of shared parameters theta_s and task-specific parameters {theta_i}.",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Methodology,0,0
"For task i and input sample x in X, the task-specific loss is represented as li = li(x, theta_s, theta_i).",Towards Consistent Multi-Task Learning: Unlocking the Potential of Task-Specific Parameters,No,No,Methodology,0,0
MTL can leverage shared knowledge across tasks to improve data efficiency and generalization performance.,Revisiting Fairness in Multitask Learning: A Performance-Driven Approach for Variance Reduction,No,No,Motivation,0,0
"However, task imbalance remains a significant challenge for existing methods.",Revisiting Fairness in Multitask Learning: A Performance-Driven Approach for Variance Reduction,No,No,Motivation,0,0
To propose a new approach for MTL that incorporates performance-level information as an explicit fairness indicator.,Revisiting Fairness in Multitask Learning: A Performance-Driven Approach for Variance Reduction,No,No,Paper Goal,0,0
"Define a Pareto front for the set of tasks, where the best-performing task is the Pareto front itself.",Revisiting Fairness in Multitask Learning: A Performance-Driven Approach for Variance Reduction,No,Yes,Methodology,1,0
